日期,SKU编号,商品名称,销量,单价,销售额,活动标记
2026-03-27,C002,唇膜5g,7,45.0,315.0,日常
2026-03-27,C003,指甲油12ml,4,29.0,116.0,日常
2026-03-27,C004,发膜200ml,4,55.0,220.0,日常
2026-03-27,C005,沐浴球,2,15.0,30.0,日常
2026-03-28,A001,爆款玻尿酸面膜,344,89.0,30616.0,日常
2026-03-28,A002,美白精华液30ml,162,199.0,32238.0,日常
2026-03-28,A003,氨基酸洁面乳120g,112,69.0,7728.0,日常
2026-03-28,A004,烟酰胺原液15ml,114,149.0,16986.0,日常
2026-03-28,A005,防晒霜SPF50+ 50ml,78,129.0,10062.0,日常
2026-03-28,B001,补水面膜10片装,60,59.0,3540.0,日常
2026-03-28,B002,眼霜15ml,32,169.0,5408.0,日常
2026-03-28,B003,身体乳250ml,23,79.0,1817.0,日常
2026-03-28,B004,卸妆水500ml,19,49.0,931.0,日常
2026-03-28,B005,护手霜50g,15,35.0,525.0,日常
2026-03-28,C001,化妆棉200片,11,19.0,209.0,日常
2026-03-28,C002,唇膜5g,9,45.0,405.0,日常
2026-03-28,C003,指甲油12ml,5,29.0,145.0,日常
2026-03-28,C004,发膜200ml,5,55.0,275.0,日常
2026-03-28,C005,沐浴球,3,15.0,45.0,日常
2026-03-29,A001,爆款玻尿酸面膜,409,89.0,36401.0,日常
2026-03-29,A002,美白精华液30ml,120,199.0,23880.0,日常
2026-03-29,A003,氨基酸洁面乳120g,106,69.0,7314.0,日常
2026-03-29,A004,烟酰胺原液15ml,101,149.0,15049.0,日常
2026-03-29,A005,防晒霜SPF50+ 50ml,81,129.0,10449.0,日常
2026-03-29,B001,补水面膜10片装,52,59.0,3068.0,日常
2026-03-29,B002,眼霜15ml,33,169.0,5577.0,日常
2026-03-29,B003,身体乳250ml,31,79.0,2449.0,日常
2026-03-29,B004,卸妆水500ml,22,49.0,1078.0,日常
2026-03-29,B005,护手霜50g,20,35.0,700.0,日常
2026-03-29,C001,化妆棉200片,13,19.0,247.0,日常
2026-03-29,C002,唇膜5g,9,45.0,405.0,日常
2026-03-29,C003,指甲油12ml,5,29.0,145.0,日常
2026-03-29,C004,发膜200ml,5,55.0,275.0,日常
2026-03-29,C005,沐浴球,3,15.0,45.0,日常
2026-03-30,A001,爆款玻尿酸面膜,248,89.0,22072.0,日常
2026-03-30,A002,美白精华液30ml,156,199.0,31044.0,日常
2026-03-30,A003,氨基酸洁面乳120g,87,69.0,6003.0,日常
2026-03-30,A004,烟酰胺原液15ml,81,149.0,12069.0,日常
2026-03-30,A005,防晒霜SPF50+ 50ml,73,129.0,9417.0,日常
2026-03-30,B001,补水面膜10片装,38,59.0,2242.0,日常
2026-03-30,B002,眼霜15ml,34,169.0,5746.0,日常
2026-03-30,B003,身体乳250ml,24,79.0,1896.0,日常
2026-03-30,B004,卸妆水500ml,17,49.0,833.0,日常
2026-03-30,B005,护手霜50g,14,35.0,490.0,日常
2026-03-30,C001,化妆棉200片,13,19.0,247.0,日常
2026-03-30,C002,唇膜5g,9,45.0,405.0,日常
2026-03-30,C003,指甲油12ml,5,29.0,145.0,日常
2026-03-30,C004,发膜200ml,4,55.0,220.0,日常
2026-03-30,C005,沐浴球,3,15.0,45.0,日常
2026-03-31,A001,爆款玻尿酸面膜,346,89.0,30794.0,日常
2026-03-31,A002,美白精华液30ml,116,199.0,23084.0,日常
2026-03-31,A003,氨基酸洁面乳120g,97,69.0,6693.0,日常
2026-03-31,A004,烟酰胺原液15ml,91,149.0,13559.0,日常
2026-03-31,A005,防晒霜SPF50+ 50ml,78,129.0,10062.0,日常
2026-03-31,B001,补水面膜10片装,45,59.0,2655.0,日常
2026-03-31,B002,眼霜15ml,28,169.0,4732.0,日常
2026-03-31,B003,身体乳250ml,31,79.0,2449.0,日常
2026-03-31,B004,卸妆水500ml,25,49.0,1225.0,日常
2026-03-31,B005,护手霜50g,16,35.0,560.0,日常
2026-03-31,C001,化妆棉200片,11,19.0,209.0,日常
2026-03-31,C002,唇膜5g,6,45.0,270.0,日常
2026-03-31,C003,指甲油12ml,5,29.0,145.0,日常
2026-03-31,C004,发膜200ml,3,55.0,165.0,日常
2026-03-31,C005,沐浴球,3,15.0,45.0,日常
2026-04-01,A001,爆款玻尿酸面膜,346,89.0,30794.0,日常
2026-04-01,A002,美白精华液30ml,130,199.0,25870.0,日常
2026-04-01,A003,氨基酸洁面乳120g,93,69.0,6417.0,日常
2026-04-01,A004,烟酰胺原液15ml,110,149.0,16390.0,日常
2026-04-01,A005,防晒霜SPF50+ 50ml,83,129.0,10707.0,日常
2026-04-01,B001,补水面膜10片装,42,59.0,2478.0,日常
2026-04-01,B002,眼霜15ml,31,169.0,5239.0,日常
2026-04-01,B003,身体乳250ml,25,79.0,1975.0,日常
2026-04-01,B004,卸妆水500ml,17,49.0,833.0,日常
2026-04-01,B005,护手霜50g,15,35.0,525.0,日常
2026-04-01,C001,化妆棉200片,14,19.0,266.0,日常
2026-04-01,C002,唇膜5g,7,45.0,315.0,日常
2026-04-01,C003,指甲油12ml,4,29.0,116.0,日常
2026-04-01,C004,发膜200ml,4,55.0,220.0,日常
2026-04-01,C005,沐浴球,3,15.0,45.0,日常
2026-04-02,A001,爆款玻尿酸面膜,340,89.0,30260.0,日常
2026-04-02,A002,美白精华液30ml,117,199.0,23283.0,日常
2026-04-02,A003,氨基酸洁面乳120g,125,69.0,8625.0,日常
2026-04-02,A004,烟酰胺原液15ml,99,149.0,14751.0,日常
2026-04-02,A005,防晒霜SPF50+ 50ml,54,129.0,6966.0,日常
2026-04-02,B001,补水面膜10片装,52,59.0,3068.0,日常
2026-04-02,B002,眼霜15ml,24,169.0,4056.0,日常
2026-04-02,B003,身体乳250ml,21,79.0,1659.0,日常
2026-04-02,B004,卸妆水500ml,17,49.0,833.0,日常
2026-04-02,B005,护手霜50g,18,35.0,630.0,日常
2026-04-02,C001,化妆棉200片,12,19.0,228.0,日常
2026-04-02,C002,唇膜5g,8,45.0,360.0,日常
2026-04-02,C003,指甲油12ml,3,29.0,87.0,日常
2026-04-02,C004,发膜200ml,5,55.0,275.0,日常
2026-04-02,C005,沐浴球,3,15.0,45.0,日常
2026-04-03,A001,爆款玻尿酸面膜,279,89.0,24831.0,日常
2026-04-03,A002,美白精华液30ml,132,199.0,26268.0,日常
2026-04-03,A003,氨基酸洁面乳120g,103,69.0,7107.0,日常
2026-04-03,A004,烟酰胺原液15ml,91,149.0,13559.0,日常
2026-04-03,A005,防晒霜SPF50+ 50ml,88,129.0,11352.0,日常
2026-04-03,B001,补水面膜10片装,48,59.0,2832.0,日常
2026-04-03,B002,眼霜15ml,34,169.0,5746.0,日常
2026-04-03,B003,身体乳250ml,26,79.0,2054.0,日常
2026-04-03,B004,卸妆水500ml,19,49.0,931.0,日常
2026-04-03,B005,护手霜50g,17,35.0,595.0,日常
2026-04-03,C001,化妆棉200片,14,19.0,266.0,日常
2026-04-03,C002,唇膜5g,7,45.0,315.0,日常
2026-04-03,C003,指甲油12ml,5,29.0,145.0,日常
2026-04-03,C004,发膜200ml,4,55.0,220.0,日常
2026-04-03,C005,沐浴球,3,15.0,45.0,日常
2026-04-04,A001,爆款玻尿酸面膜,400,89.0,35600.0,日常
2026-04-04,A002,美白精华液30ml,131,199.0,26069.0,日常
2026-04-04,A003,氨基酸洁面乳120g,90,69.0,6210.0,日常
2026-04-04,A004,烟酰胺原液15ml,129,149.0,19221.0,日常
2026-04-04,A005,防晒霜SPF50+ 50ml,99,129.0,12771.0,日常
2026-04-04,B001,补水面膜10片装,46,59.0,2714.0,日常
2026-04-04,B002,眼霜15ml,33,169.0,5577.0,日常
2026-04-04,B003,身体乳250ml,32,79.0,2528.0,日常
2026-04-04,B004,卸妆水500ml,20,49.0,980.0,日常
2026-04-04,B005,护手霜50g,21,35.0,735.0,日常
2026-04-04,C001,化妆棉200片,13,19.0,247.0,日常
2026-04-04,C002,唇膜5g,9,45.0,405.0,日常
2026-04-04,C003,指甲油12ml,5,29.0,145.0,日常
2026-04-04,C004,发膜200ml,5,55.0,275.0,日常
2026-04-04,C005,沐浴球,4,15.0,60.0,日常
2026-04-05,A001,爆款玻尿酸面膜,402,89.0,35778.0,日常
2026-04-05,A002,美白精华液30ml,137,199.0,27263.0,日常
2026-04-05,A003,氨基酸洁面乳120g,115,69.0,7935.0,日常
2026-04-05,A004,烟酰胺原液15ml,112,149.0,16688.0,日常
2026-04-05,A005,防晒霜SPF50+ 50ml,83,129.0,10707.0,日常
2026-04-05,B001,补水面膜10片装,49,59.0,2891.0,日常
2026-04-05,B002,眼霜15ml,40,169.0,6760.0,日常
2026-04-05,B003,身体乳250ml,35,79.0,2765.0,日常
2026-04-05,B004,卸妆水500ml,19,49.0,931.0,日常
2026-04-05,B005,护手霜50g,15,35.0,525.0,日常
2026-04-05,C001,化妆棉200片,12,19.0,228.0,日常
2026-04-05,C002,唇膜5g,7,45.0,315.0,日常
2026-04-05,C003,指甲油12ml,5,29.0,145.0,日常
2026-04-05,C004,发膜200ml,5,55.0,275.0,日常
2026-04-05,C005,沐浴球,3,15.0,45.0,日常
2026-04-06,A001,爆款玻尿酸面膜,337,89.0,29993.0,日常
2026-04-06,A002,美白精华液30ml,83,199.0,16517.0,日常
2026-04-06,A003,氨基酸洁面乳120g,99,69.0,6831.0,日常
2026-04-06,A004,烟酰胺原液15ml,107,149.0,15943.0,日常
2026-04-06,A005,防晒霜SPF50+ 50ml,65,129.0,8385.0,日常
2026-04-06,B001,补水面膜10片装,29,59.0,1711.0,日常
2026-04-06,B002,眼霜15ml,29,169.0,4901.0,日常
2026-04-06,B003,身体乳250ml,28,79.0,2212.0,日常
2026-04-06,B004,卸妆水500ml,17,49.0,833.0,日常
2026-04-06,B005,护手霜50g,16,35.0,560.0,日常
2026-04-06,C001,化妆棉200片,14,19.0,266.0,日常
2026-04-06,C002,唇膜5g,9,45.0,405.0,日常
2026-04-06,C003,指甲油12ml,5,29.0,145.0,日常
2026-04-06,C004,发膜200ml,3,55.0,165.0,日常
2026-04-06,C005,沐浴球,3,15.0,45.0,日常
2026-04-07,A001,爆款玻尿酸面膜,291,89.0,25899.0,日常
2026-04-07,A002,美白精华液30ml,127,199.0,25273.0,日常
2026-04-07,A003,氨基酸洁面乳120g,95,69.0,6555.0,日常
2026-04-07,A004,烟酰胺原液15ml,84,149.0,12516.0,日常
2026-04-07,A005,防晒霜SPF50+ 50ml,90,129.0,11610.0,日常
2026-04-07,B001,补水面膜10片装,44,59.0,2596.0,日常
2026-04-07,B002,眼霜15ml,23,169.0,3887.0,日常
2026-04-07,B003,身体乳250ml,27,79.0,2133.0,日常
2026-04-07,B004,卸妆水500ml,20,49.0,980.0,日常
2026-04-07,B005,护手霜50g,16,35.0,560.0,日常
2026-04-07,C001,化妆棉200片,11,19.0,209.0,日常
2026-04-07,C002,唇膜5g,7,45.0,315.0,日常
2026-04-07,C003,指甲油12ml,4,29.0,116.0,日常
2026-04-07,C004,发膜200ml,4,55.0,220.0,日常
2026-04-07,C005,沐浴球,2,15.0,30.0,日常
2026-04-08,A001,爆款玻尿酸面膜,322,89.0,28658.0,日常
2026-04-08,A002,美白精华液30ml,106,199.0,21094.0,日常
2026-04-08,A003,氨基酸洁面乳120g,101,69.0,6969.0,日常
2026-04-08,A004,烟酰胺原液15ml,81,149.0,12069.0,日常
2026-04-08,A005,防晒霜SPF50+ 50ml,84,129.0,10836.0,日常
2026-04-08,B001,补水面膜10片装,47,59.0,2773.0,日常
2026-04-08,B002,眼霜15ml,33,169.0,5577.0,日常
2026-04-08,B003,身体乳250ml,22,79.0,1738.0,日常
2026-04-08,B004,卸妆水500ml,21,49.0,1029.0,日常
2026-04-08,B005,护手霜50g,15,35.0,525.0,日常
2026-04-08,C001,化妆棉200片,13,19.0,247.0,日常
2026-04-08,C002,唇膜5g,8,45.0,360.0,日常
2026-04-08,C003,指甲油12ml,5,29.0,145.0,日常
2026-04-08,C004,发膜200ml,4,55.0,220.0,日常
2026-04-08,C005,沐浴球,3,15.0,45.0,日常
2026-04-09,A001,爆款玻尿酸面膜,327,89.0,29103.0,日常
2026-04-09,A002,美白精华液30ml,138,199.0,27462.0,日常
2026-04-09,A003,氨基酸洁面乳120g,87,69.0,6003.0,日常
2026-04-09,A004,烟酰胺原液15ml,94,149.0,14006.0,日常
2026-04-09,A005,防晒霜SPF50+ 50ml,90,129.0,11610.0,日常
2026-04-09,B001,补水面膜10片装,56,59.0,3304.0,日常
2026-04-09,B002,眼霜15ml,32,169.0,5408.0,日常
2026-04-09,B003,身体乳250ml,30,79.0,2370.0,日常
2026-04-09,B004,卸妆水500ml,20,49.0,980.0,日常
2026-04-09,B005,护手霜50g,18,35.0,630.0,日常
2026-04-09,C001,化妆棉200片,15,19.0,285.0,日常
2026-04-09,C002,唇膜5g,7,45.0,315.0,日常
2026-04-09,C003,指甲油12ml,4,29.0,116.0,日常
2026-04-09,C004,发膜200ml,4,55.0,220.0,日常
2026-04-09,C005,沐浴球,3,15.0,45.0,日常
2026-04-10,A001,爆款玻尿酸面膜,298,89.0,26522.0,日常
2026-04-10,A002,美白精华液30ml,109,199.0,21691.0,日常
2026-04-10,A003,氨基酸洁面乳120g,92,69.0,6348.0,日常
2026-04-10,A004,烟酰胺原液15ml,77,149.0,11473.0,日常
2026-04-10,A005,防晒霜SPF50+ 50ml,85,129.0,10965.0,日常
2026-04-10,B001,补水面膜10片装,54,59.0,3186.0,日常
2026-04-10,B002,眼霜15ml,31,169.0,5239.0,日常
2026-04-10,B003,身体乳250ml,21,79.0,1659.0,日常
2026-04-10,B004,卸妆水500ml,19,49.0,931.0,日常
2026-04-10,B005,护手霜50g,14,35.0,490.0,日常
2026-04-10,C001,化妆棉200片,12,19.0,228.0,日常
2026-04-10,C002,唇膜5g,7,45.0,315.0,日常
2026-04-10,C003,指甲油12ml,5,29.0,145.0,日常
2026-04-10,C004,发膜200ml,4,55.0,220.0,日常
2026-04-10,C005,沐浴球,3,15.0,45.0,日常
2026-04-11,A001,爆款玻尿酸面膜,404,89.0,35956.0,日常
2026-04-11,A002,美白精华液30ml,147,199.0,29253.0,日常
2026-04-11,A003,氨基酸洁面乳120g,136,69.0,9384.0,日常
2026-04-11,A004,烟酰胺原液15ml,80,149.0,11920.0,日常
2026-04-11,A005,防晒霜SPF50+ 50ml,92,129.0,11868.0,日常
2026-04-11,B001,补水面膜10片装,59,59.0,3481.0,日常
2026-04-11,B002,眼霜15ml,31,169.0,5239.0,日常
2026-04-11,B003,身体乳250ml,28,79.0,2212.0,日常
2026-04-11,B004,卸妆水500ml,22,49.0,1078.0,日常
2026-04-11,B005,护手霜50g,16,35.0,560.0,日常
2026-04-11,C001,化妆棉200片,13,19.0,247.0,日常
2026-04-11,C002,唇膜5g,7,45.0,315.0,日常
2026-04-11,C003,指甲油12ml,5,29.0,145.0,日常
2026-04-11,C004,发膜200ml,3,55.0,165.0,日常
2026-04-11,C005,沐浴球,3,15.0,45.0,日常
2026-04-12,A001,爆款玻尿酸面膜,407,89.0,36223.0,日常
2026-04-12,A002,美白精华液30ml,139,199.0,27661.0,日常
2026-04-12,A003,氨基酸洁面乳120g,107,69.0,7383.0,日常
2026-04-12,A004,烟酰胺原液15ml,115,149.0,17135.0,日常
2026-04-12,A005,防晒霜SPF50+ 50ml,104,129.0,13416.0,日常
2026-04-12,B001,补水面膜10片装,47,59.0,2773.0,日常
2026-04-12,B002,眼霜15ml,37,169.0,6253.0,日常
2026-04-12,B003,身体乳250ml,23,79.0,1817.0,日常
2026-04-12,B004,卸妆水500ml,19,49.0,931.0,日常
2026-04-12,B005,护手霜50g,19,35.0,665.0,日常
2026-04-12,C001,化妆棉200片,14,19.0,266.0,日常
2026-04-12,C002,唇膜5g,9,45.0,405.0,日常
2026-04-12,C003,指甲油12ml,6,29.0,174.0,日常
2026-04-12,C004,发膜200ml,4,55.0,220.0,日常
2026-04-12,C005,沐浴球,3,15.0,45.0,日常
2026-04-13,A001,爆款玻尿酸面膜,312,89.0,27768.0,日常
2026-04-13,A002,美白精华液30ml,117,199.0,23283.0,日常
2026-04-13,A003,氨基酸洁面乳120g,76,69.0,5244.0,日常
2026-04-13,A004,烟酰胺原液15ml,97,149.0,14453.0,日常
2026-04-13,A005,防晒霜SPF50+ 50ml,68,129.0,8772.0,日常
2026-04-13,B001,补水面膜10片装,50,59.0,2950.0,日常
2026-04-13,B002,眼霜15ml,32,169.0,5408.0,日常
2026-04-13,B003,身体乳250ml,25,79.0,1975.0,日常
2026-04-13,B004,卸妆水500ml,19,49.0,931.0,日常
2026-04-13,B005,护手霜50g,16,35.0,560.0,日常
2026-04-13,C001,化妆棉200片,12,19.0,228.0,日常
2026-04-13,C002,唇膜5g,6,45.0,270.0,日常
2026-04-13,C003,指甲油12ml,5,29.0,145.0,日常
2026-04-13,C004,发膜200ml,4,55.0,220.0,日常
2026-04-13,C005,沐浴球,3,15.0,45.0,日常
2026-04-14,A001,爆款玻尿酸面膜,343,89.0,30527.0,日常
2026-04-14,A002,美白精华液30ml,132,199.0,26268.0,日常
2026-04-14,A003,氨基酸洁面乳120g,100,69.0,6900.0,日常
2026-04-14,A004,烟酰胺原液15ml,100,149.0,14900.0,日常
2026-04-14,A005,防晒霜SPF50+ 50ml,68,129.0,8772.0,日常
2026-04-14,B001,补水面膜10片装,50,59.0,2950.0,日常
2026-04-14,B002,眼霜15ml,29,169.0,4901.0,日常
2026-04-14,B003,身体乳250ml,26,79.0,2054.0,日常
2026-04-14,B004,卸妆水500ml,17,49.0,833.0,日常
2026-04-14,B005,护手霜50g,16,35.0,560.0,日常
2026-04-14,C001,化妆棉200片,13,19.0,247.0,日常
2026-04-14,C002,唇膜5g,6,45.0,270.0,日常
2026-04-14,C003,指甲油12ml,3,29.0,87.0,日常
2026-04-14,C004,发膜200ml,4,55.0,220.0,日常
2026-04-14,C005,沐浴球,3,15.0,45.0,日常
2026-04-15,A001,爆款玻尿酸面膜,320,89.0,28480.0,日常
2026-04-15,A002,美白精华液30ml,148,199.0,29452.0,日常
2026-04-15,A003,氨基酸洁面乳120g,113,69.0,7797.0,日常
2026-04-15,A004,烟酰胺原液15ml,105,149.0,15645.0,日常
2026-04-15,A005,防晒霜SPF50+ 50ml,90,129.0,11610.0,日常
2026-04-15,B001,补水面膜10片装,46,59.0,2714.0,日常
2026-04-15,B002,眼霜15ml,30,169.0,5070.0,日常
2026-04-15,B003,身体乳250ml,24,79.0,1896.0,日常
2026-04-15,B004,卸妆水500ml,12,49.0,588.0,日常
2026-04-15,B005,护手霜50g,16,35.0,560.0,日常
2026-04-15,C001,化妆棉200片,11,19.0,209.0,日常
2026-04-15,C002,唇膜5g,7,45.0,315.0,日常
2026-04-15,C003,指甲油12ml,3,29.0,87.0,日常
2026-04-15,C004,发膜200ml,4,55.0,220.0,日常
2026-04-15,C005,沐浴球,3,15.0,45.0,日常
2026-04-16,A001,爆款玻尿酸面膜,308,89.0,27412.0,日常
2026-04-16,A002,美白精华液30ml,110,199.0,21890.0,日常
2026-04-16,A003,氨基酸洁面乳120g,88,69.0,6072.0,日常
2026-04-16,A004,烟酰胺原液15ml,81,149.0,12069.0,日常
2026-04-16,A005,防晒霜SPF50+ 50ml,67,129.0,8643.0,日常
2026-04-16,B001,补水面膜10片装,37,59.0,2183.0,日常
2026-04-16,B002,眼霜15ml,28,169.0,4732.0,日常
2026-04-16,B003,身体乳250ml,25,79.0,1975.0,日常
2026-04-16,B004,卸妆水500ml,20,49.0,980.0,日常
2026-04-16,B005,护手霜50g,12,35.0,420.0,日常
2026-04-16,C001,化妆棉200片,11,19.0,209.0,日常
2026-04-16,C002,唇膜5g,7,45.0,315.0,日常
2026-04-16,C003,指甲油12ml,5,29.0,145.0,日常
2026-04-16,C004,发膜200ml,4,55.0,220.0,日常
2026-04-16,C005,沐浴球,3,15.0,45.0,日常
2026-04-17,A001,爆款玻尿酸面膜,405,89.0,36045.0,日常
2026-04-17,A002,美白精华液30ml,127,199.0,25273.0,日常
2026-04-17,A003,氨基酸洁面乳120g,104,69.0,7176.0,日常
2026-04-17,A004,烟酰胺原液15ml,82,149.0,12218.0,日常
2026-04-17,A005,防晒霜SPF50+ 50ml,75,129.0,9675.0,日常
2026-04-17,B001,补水面膜10片装,45,59.0,2655.0,日常
2026-04-17,B002,眼霜15ml,36,169.0,6084.0,日常
2026-04-17,B003,身体乳250ml,22,79.0,1738.0,日常
2026-04-17,B004,卸妆水500ml,18,49.0,882.0,日常
2026-04-17,B005,护手霜50g,16,35.0,560.0,日常
2026-04-17,C001,化妆棉200片,11,19.0,209.0,日常
2026-04-17,C002,唇膜5g,8,45.0,360.0,日常
2026-04-17,C003,指甲油12ml,4,29.0,116.0,日常
2026-04-17,C004,发膜200ml,4,55.0,220.0,日常
2026-04-17,C005,沐浴球,2,15.0,30.0,日常
2026-04-18,A001,爆款玻尿酸面膜,415,89.0,36935.0,日常
2026-04-18,A002,美白精华液30ml,130,199.0,25870.0,日常
2026-04-18,A003,氨基酸洁面乳120g,107,69.0,7383.0,日常
2026-04-18,A004,烟酰胺原液15ml,114,149.0,16986.0,日常
2026-04-18,A005,防晒霜SPF50+ 50ml,103,129.0,13287.0,日常
2026-04-18,B001,补水面膜10片装,47,59.0,2773.0,日常
2026-04-18,B002,眼霜15ml,35,169.0,5915.0,日常
2026-04-18,B003,身体乳250ml,29,79.0,2291.0,日常
2026-04-18,B004,卸妆水500ml,24,49.0,1176.0,日常
2026-04-18,B005,护手霜50g,18,35.0,630.0,日常
2026-04-18,C001,化妆棉200片,17,19.0,323.0,日常
2026-04-18,C002,唇膜5g,10,45.0,450.0,日常
2026-04-18,C003,指甲油12ml,4,29.0,116.0,日常
2026-04-18,C004,发膜200ml,4,55.0,220.0,日常
2026-04-18,C005,沐浴球,3,15.0,45.0,日常
2026-04-19,A001,爆款玻尿酸面膜,378,89.0,33642.0,日常
2026-04-19,A002,美白精华液30ml,114,199.0,22686.0,日常
2026-04-19,A003,氨基酸洁面乳120g,90,69.0,6210.0,日常
2026-04-19,A004,烟酰胺原液15ml,116,149.0,17284.0,日常
2026-04-19,A005,防晒霜SPF50+ 50ml,91,129.0,11739.0,日常
2026-04-19,B001,补水面膜10片装,56,59.0,3304.0,日常
2026-04-19,B002,眼霜15ml,29,169.0,4901.0,日常
2026-04-19,B003,身体乳250ml,26,79.0,2054.0,日常
2026-04-19,B004,卸妆水500ml,21,49.0,1029.0,日常
2026-04-19,B005,护手霜50g,21,35.0,735.0,日常
2026-04-19,C001,化妆棉200片,14,19.0,266.0,日常
2026-04-19,C002,唇膜5g,9,45.0,405.0,日常
2026-04-19,C003,指甲油12ml,6,29.0,174.0,日常
2026-04-19,C004,发膜200ml,5,55.0,275.0,日常
2026-04-19,C005,沐浴球,3,15.0,45.0,日常
2026-04-20,A001,爆款玻尿酸面膜,349,89.0,31061.0,日常
2026-04-20,A002,美白精华液30ml,124,199.0,24676.0,日常
2026-04-20,A003,氨基酸洁面乳120g,116,69.0,8004.0,日常
2026-04-20,A004,烟酰胺原液15ml,89,149.0,13261.0,日常
2026-04-20,A005,防晒霜SPF50+ 50ml,70,129.0,9030.0,日常
2026-04-20,B001,补水面膜10片装,49,59.0,2891.0,日常
2026-04-20,B002,眼霜15ml,32,169.0,5408.0,日常
2026-04-20,B003,身体乳250ml,24,79.0,1896.0,日常
2026-04-20,B004,卸妆水500ml,20,49.0,980.0,日常
2026-04-20,B005,护手霜50g,18,35.0,630.0,日常
2026-04-20,C001,化妆棉200片,7,19.0,133.0,日常
2026-04-20,C002,唇膜5g,6,45.0,270.0,日常
2026-04-20,C003,指甲油12ml,5,29.0,145.0,日常
2026-04-20,C004,发膜200ml,4,55.0,220.0,日常
2026-04-20,C005,沐浴球,3,15.0,45.0,日常
2026-04-21,A001,爆款玻尿酸面膜,345,89.0,30705.0,日常
2026-04-21,A002,美白精华液30ml,126,199.0,25074.0,日常
2026-04-21,A003,氨基酸洁面乳120g,99,69.0,6831.0,日常
2026-04-21,A004,烟酰胺原液15ml,86,149.0,12814.0,日常
2026-04-21,A005,防晒霜SPF50+ 50ml,71,129.0,9159.0,日常
2026-04-21,B001,补水面膜10片装,46,59.0,2714.0,日常
2026-04-21,B002,眼霜15ml,32,169.0,5408.0,日常
2026-04-21,B003,身体乳250ml,21,79.0,1659.0,日常
2026-04-21,B004,卸妆水500ml,19,49.0,931.0,日常
2026-04-21,B005,护手霜50g,15,35.0,525.0,日常
2026-04-21,C001,化妆棉200片,12,19.0,228.0,日常
2026-04-21,C002,唇膜5g,7,45.0,315.0,日常
2026-04-21,C003,指甲油12ml,4,29.0,116.0,日常
2026-04-21,C004,发膜200ml,3,55.0,165.0,日常
2026-04-21,C005,沐浴球,3,15.0,45.0,日常
2026-04-22,A001,爆款玻尿酸面膜,322,89.0,28658.0,日常
2026-04-22,A002,美白精华液30ml,102,199.0,20298.0,日常
2026-04-22,A003,氨基酸洁面乳120g,103,69.0,7107.0,日常
2026-04-22,A004,烟酰胺原液15ml,60,149.0,8940.0,日常
2026-04-22,A005,防晒霜SPF50+ 50ml,73,129.0,9417.0,日常
2026-04-22,B001,补水面膜10片装,37,59.0,2183.0,日常
2026-04-22,B002,眼霜15ml,29,169.0,4901.0,日常
2026-04-22,B003,身体乳250ml,25,79.0,1975.0,日常
2026-04-22,B004,卸妆水500ml,20,49.0,980.0,日常
2026-04-22,B005,护手霜50g,15,35.0,525.0,日常
2026-04-22,C001,化妆棉200片,12,19.0,228.0,日常
2026-04-22,C002,唇膜5g,8,45.0,360.0,日常
2026-04-22,C003,指甲油12ml,4,29.0,116.0,日常
2026-04-22,C004,发膜200ml,4,55.0,220.0,日常
2026-04-22,C005,沐浴球,3,15.0,45.0,日常
2026-04-23,A001,爆款玻尿酸面膜,359,89.0,31951.0,日常
2026-04-23,A002,美白精华液30ml,158,199.0,31442.0,日常
2026-04-23,A003,氨基酸洁面乳120g,103,69.0,7107.0,日常
2026-04-23,A004,烟酰胺原液15ml,84,149.0,12516.0,日常
2026-04-23,A005,防晒霜SPF50+ 50ml,86,129.0,11094.0,日常
2026-04-23,B001,补水面膜10片装,50,59.0,2950.0,日常
2026-04-23,B002,眼霜15ml,27,169.0,4563.0,日常
2026-04-23,B003,身体乳250ml,27,79.0,2133.0,日常
2026-04-23,B004,卸妆水500ml,18,49.0,882.0,日常
2026-04-23,B005,护手霜50g,16,35.0,560.0,日常
2026-04-23,C001,化妆棉200片,12,19.0,228.0,日常
2026-04-23,C002,唇膜5g,7,45.0,315.0,日常
2026-04-23,C003,指甲油12ml,5,29.0,145.0,日常
2026-04-23,C004,发膜200ml,4,55.0,220.0,日常
2026-04-23,C005,沐浴球,2,15.0,30.0,日常
2026-04-24,A001,爆款玻尿酸面膜,341,89.0,30349.0,日常
2026-04-24,A002,美白精华液30ml,123,199.0,24477.0,日常
2026-04-24,A003,氨基酸洁面乳120g,102,69.0,7038.0,日常
2026-04-24,A004,烟酰胺原液15ml,93,149.0,13857.0,日常
2026-04-24,A005,防晒霜SPF50+ 50ml,80,129.0,10320.0,日常
2026-04-24,B001,补水面膜10片装,36,59.0,2124.0,日常
2026-04-24,B002,眼霜15ml,23,169.0,3887.0,日常
2026-04-24,B003,身体乳250ml,30,79.0,2370.0,日常
2026-04-24,B004,卸妆水500ml,18,49.0,882.0,日常
2026-04-24,B005,护手霜50g,18,35.0,630.0,日常
2026-04-24,C001,化妆棉200片,13,19.0,247.0,日常
2026-04-24,C002,唇膜5g,7,45.0,315.0,日常
2026-04-24,C003,指甲油12ml,3,29.0,87.0,日常
2026-04-24,C004,发膜200ml,4,55.0,220.0,日常
2026-04-24,C005,沐浴球,3,15.0,45.0,日常
2026-04-25,A001,爆款玻尿酸面膜,463,89.0,41207.0,日常
